Name	Length	EffectiveLength	TPM	NumReads
FBtr0335137	3353	3179.456	0.640140	15.650
FBtr0346141	373	199.935	2.475151	3.805
FBtr0085611	272	98.990	14.707643	11.195
FBtr0074029	585	411.790	0.315821	1.000
FBtr0075388	1505	1331.456	0.099610	1.020
FBtr0343534	2295	2121.456	0.075553	1.232
FBtr0086001	1762	1588.456	0.491239	6.000
FBtr0321315	1239	1065.456	0.000000	0.000
FBtr0333037	2846	2672.456	1.109632	22.802
FBtr0075724	2737	2563.456	2.066889	40.740
FBtr0075723	2084	1910.456	1.392624	20.458
FBtr0342770	3744	3570.456	10.296985	282.694
FBtr0070420	3766	3592.456	70.913003	1958.846
FBtr0342771	3838	3664.456	2.855524	80.460
FBtr0333323	2883	2709.456	0.948644	19.764
FBtr0333322	2930	2756.456	0.912978	19.351
FBtr0074137	2347	2173.456	3.849428	64.332
FBtr0074135	2386	2212.456	46.763998	795.553
FBtr0308136	1697	1523.456	0.040086	0.470
FBtr0080237	698	524.724	0.000000	0.000
FBtr0300638	3446	3272.456	0.000000	0.000
FBtr0073729	466	292.853	66.600145	149.971
FBtr0084836	743	569.708	28.078228	123.000
FBtr0082430	1248	1074.456	1.740721	14.381
FBtr0335211	1142	968.456	26.134947	194.619
FBtr0076857	1307	1133.456	1.032654	9.000
FBtr0300424	902	728.631	1.249417	7.000
FBtr0083860	1793	1619.456	5.291619	65.893
FBtr0302327	1744	1570.456	136.775950	1651.652
FBtr0083861	1877	1703.456	10.723185	140.455
FBtr0083086	1479	1305.456	22.655670	227.417
FBtr0334589	2552	2378.456	2.055032	37.583
FBtr0091874	595	421.786	0.110926	0.360
FBtr0073935	992	818.586	0.000000	0.000
FBtr0073300	818	644.674	0.000000	0.000
FBtr0073299	2460	2286.456	0.000000	0.000
FBtr0088841	1522	1348.456	2.120538	21.987
FBtr0088842	1468	1294.456	61.255543	609.699
FBtr0345599	2094	1920.456	0.014253	0.210
FBtr0070422	1749	1575.456	0.016742	0.203
FBtr0342772	681	507.726	0.471430	1.840
FBtr0070421	1547	1373.456	0.357301	3.773
FBtr0333023	2495	2321.456	0.051385	0.917
FBtr0075579	1678	1504.456	0.093599	1.083
FBtr0072248	2815	2641.456	0.016399	0.333
FBtr0345620	2931	2757.456	0.015750	0.334
FBtr0072247	2800	2626.456	0.016487	0.333
FBtr0072253	1306	1132.456	0.473974	4.127
FBtr0343432	1090	916.456	34.504499	243.148
FBtr0073127	1478	1304.456	0.149049	1.495
FBtr0073128	1471	1297.456	0.150855	1.505
FBtr0079458	1541	1367.456	0.000000	0.000
FBtr0079460	1595	1421.456	0.914921	10.000
FBtr0079462	1526	1352.456	0.000000	0.000
FBtr0079461	1505	1331.456	0.097677	1.000
FBtr0079459	1585	1411.456	0.829263	9.000
FBtr0081997	1156	982.456	25.688323	194.058
FBtr0081996	1257	1083.456	1.227908	10.230
FBtr0336761	1233	1059.456	13.958591	113.712
FBtr0336637	3026	2852.456	0.025223	0.553
FBtr0300693	1964	1790.456	0.012974	0.179
FBtr0336636	3290	3116.456	0.023022	0.552
FBtr0071797	3770	3596.456	0.019875	0.550
FBtr0336638	1523	1349.456	0.016079	0.167
FBtr0087382	5033	4859.456	34.065245	1272.865
FBtr0339998	5235	5061.456	2.596940	101.070
FBtr0301478	2790	2616.456	20.866083	419.795
FBtr0089521	2653	2479.456	8.988135	171.360
FBtr0306351	2221	2047.456	1.796815	28.288
FBtr0306350	2503	2329.456	2.675466	47.922
FBtr0301477	4782	4608.456	1.146730	40.635
FBtr0300224	1562	1388.456	0.041167	0.440
FBtr0114515	1508	1334.456	0.189039	1.940
FBtr0087406	329	155.957	0.000000	0.000
FBtr0072888	2130	1956.456	0.066473	1.000
FBtr0085859	1170	996.456	0.391544	3.000
FBtr0334894	6412	6238.456	42.313067	2029.713
FBtr0084460	6624	6450.456	10.614887	526.488
FBtr0304567	3987	3813.456	9.780818	286.799
FBtr0070907	2510	2336.456	124.871364	2243.383
FBtr0070906	2636	2462.456	0.666350	12.617
FBtr0305911	1961	1787.456	9.740819	133.879
FBtr0289953	2161	1987.456	9.096577	139.014
FBtr0305910	2015	1841.456	3.397507	48.107
FBtr0088312	1656	1482.456	0.238915	2.723
FBtr0088313	2297	2123.456	0.385311	6.291
FBtr0088311	2351	2177.456	0.778867	13.041
FBtr0304592	2591	2417.456	0.481205	8.945
FBtr0088882	1935	1761.456	85.940570	1164.000
FBtr0079894	2382	2208.456	12.960884	220.093
FBtr0331635	2356	2182.456	10.770257	180.740
FBtr0345615	2623	2449.456	4.912116	92.517
FBtr0071338	3399	3225.456	145.829572	3616.760
FBtr0334508	4486	4312.456	0.069492	2.304
FBtr0085746	3506	3332.456	0.105201	2.696
FBtr0085085	1541	1367.456	92.070322	968.090
FBtr0085084	2075	1901.456	0.540980	7.910
FBtr0079304	905	731.630	0.000000	0.000
FBtr0079732	925	751.627	0.000000	0.000
FBtr0071108	3145	2971.456	3.874412	88.523
FBtr0340139	3231	3057.456	2.953663	69.439
FBtr0071107	3426	3252.456	39.852447	996.665
FBtr0340138	4238	4064.456	1.610429	50.330
FBtr0309839	4403	4229.456	1.507396	49.022
FBtr0309836	4378	4204.456	1.643561	53.135
FBtr0309837	3952	3778.456	3.001978	87.218
FBtr0073144	4107	3933.456	145.191671	4391.360
FBtr0309838	4006	3832.456	2.486216	73.265
FBtr0075152	2917	2743.456	25.040047	528.222
FBtr0300092	607	433.782	0.000000	0.000
FBtr0073892	1096	922.456	0.000000	0.000
FBtr0343143	1534	1360.456	0.095594	1.000
FBtr0332630	1663	1489.456	4.814641	55.141
FBtr0332631	1364	1190.456	50.490416	462.174
FBtr0332632	5997	5823.456	10.934692	489.633
FBtr0301268	1587	1413.456	0.552060	6.000
FBtr0085909	2020	1846.456	0.352167	5.000
FBtr0080763	2304	2130.456	26.126921	428.000
FBtr0086733	1297	1123.456	28.129843	243.000
FBtr0087262	852	678.647	178.794600	933.000
FBtr0303232	702	528.723	9.592974	39.000
FBtr0344155	6716	6542.456	10.429653	524.679
FBtr0070316	6065	5891.456	25.345664	1148.178
FBtr0344279	6745	6571.456	0.019790	1.000
FBtr0076133	3030	2856.456	0.091058	2.000
FBtr0082259	2901	2727.456	46.040394	965.561
FBtr0079708	1718	1544.456	13.343944	158.468
FBtr0330181	847	673.651	0.103797	0.538
FBtr0074894	650	476.738	107.607643	394.462
FBtr0082726	2913	2739.456	3.287592	69.251
FBtr0331429	2603	2429.456	1.831881	34.221
FBtr0331428	2948	2774.456	7.852127	167.513
FBtr0082727	2606	2432.456	2.721049	50.894
FBtr0301219	3098	2924.456	2.851528	64.122
FBtr0088166	1239	1065.456	0.000000	0.000
FBtr0310646	1830	1656.456	4.042403	51.488
FBtr0073730	1370	1196.456	189.950585	1747.512
FBtr0079724	633	459.750	9.495812	33.569
FBtr0346454	899	725.632	2.031468	11.335
FBtr0100541	611	437.779	6168.141138	20763.096
FBtr0343865	1567	1393.456	0.217016	2.325
FBtr0079324	1294	1120.456	0.147710	1.273
FBtr0079598	1156	982.456	52.448024	396.210
FBtr0081220	1093	919.456	0.634203	4.484
FBtr0300823	1159	985.456	1.065722	8.075
FBtr0081221	1054	880.456	26.133545	176.925
FBtr0310645	979	805.597	3.882644	24.051
FBtr0081219	1084	910.456	0.780673	5.465
FBtr0075314	465	291.853	62.385052	140.000
FBtr0070136	2103	1929.456	4.589310	68.087
FBtr0070137	2193	2019.456	4.655960	72.298
FBtr0070135	2124	1950.456	11.976308	179.615
FBtr0076688	2391	2217.456	23.326481	397.729
FBtr0346546	2609	2435.456	1.003936	18.800
FBtr0302935	3103	2929.456	9.214449	207.558
FBtr0082329	3115	2941.456	10.100217	228.442
FBtr0344017	5279	5105.456	0.586064	23.007
FBtr0091678	6366	6192.456	7.961204	379.075
FBtr0344016	5395	5221.456	0.651423	26.154
FBtr0342985	4422	4248.456	6.908496	225.682
FBtr0071815	4360	4186.456	16.872045	543.122
FBtr0071816	4190	4016.456	6.253587	193.132
FBtr0071813	4216	4042.456	203.199665	6316.133
FBtr0342986	4124	3950.456	18.176571	552.131
FBtr0071814	4255	4081.456	6.270326	196.783
FBtr0083049	682	508.726	67.489618	264.000
FBtr0079593	751	577.705	0.665186	2.955
FBtr0332415	1011	837.456	5.992545	38.588
FBtr0345640	3934	3760.456	10.004461	289.279
FBtr0077562	3784	3610.456	53.084796	1473.721
FBtr0085387	5031	4857.456	10.189936	380.595
FBtr0085386	4880	4706.456	13.661728	494.405
FBtr0085614	355	181.942	16.878684	23.613
FBtr0303924	5093	4919.456	0.092578	3.502
FBtr0303923	5120	4946.456	0.091971	3.498
FBtr0300811	4420	4246.456	18.559360	606.000
FBtr0340626	2866	2692.456	0.000000	0.000
FBtr0340627	2995	2821.456	0.000000	0.000
FBtr0340628	2870	2696.456	0.000000	0.000
FBtr0087784	1976	1802.456	187.027189	2592.104
FBtr0332882	2246	2072.456	1.283935	20.460
FBtr0339391	1899	1725.456	43.545835	577.741
FBtr0084095	7188	7014.456	1.251956	67.525
FBtr0343807	7002	6828.456	0.455874	23.936
FBtr0343805	4551	4377.456	4.392289	147.841
FBtr0343806	4719	4545.456	17.530152	612.698
FBtr0086801	711	537.720	0.569887	2.356
FBtr0344145	6340	6166.456	0.000000	0.000
FBtr0100454	3868	3694.456	0.035202	1.000
FBtr0082255	6557	6383.456	0.010178	0.500
FBtr0082256	4226	4052.456	0.016059	0.500
FBtr0100455	2462	2288.456	0.000000	0.000
FBtr0088783	1907	1733.456	51.514825	686.638
FBtr0301333	1977	1803.456	0.000000	0.000
FBtr0332689	1974	1800.456	0.000000	0.000
FBtr0086107	5316	5142.456	48.227760	1907.000
FBtr0072159	694	520.724	0.499504	2.000
FBtr0076218	2574	2400.456	2.447167	45.169
FBtr0076219	2478	2304.456	51.684932	915.831
FBtr0113346	1241	1067.456	0.365501	3.000
FBtr0100083	570	396.794	0.000000	0.000
FBtr0079765	644	470.740	0.000000	0.000
FBtr0071734	1182	1008.456	0.128962	1.000
FBtr0071191	1056	882.456	9.908454	67.233
FBtr0345988	1286	1112.456	1.375638	11.767
